Bill_Number,Order_Number,Date,Time,Waiter,Section,Table,Seats,Order_Type,Menu_Item,Menu_Category,Sales_Category,Quantity,Price,Gross_Sales,Discount_Name,Discount_Amount,Net_Sales,Modifiers,Modifier_Amount,Tax_1_Name,Tax_1_Amount,Tax_2_Name,Tax_2_Amount,Total_Tax,Tip,Auto_Gratuity,Payment_Method,Is_Void,Is_Return,Notes
1370,1370,2026-03-05,20:47:34,Emma W.,Main Dining,19,2,Dine-In,Bottle — House White,Wine,Alcohol,1,52.00,52.00,,0.00,52.00,,0.00,GST,2.60,PST,5.20,7.80,0.00,0.00,Cash,No,No,
1370,1370,2026-03-05,20:47:34,Emma W.,Main Dining,19,2,Dine-In,Bottle — House Red,Wine,Alcohol,1,56.00,56.00,,0.00,56.00,,0.00,GST,2.80,PST,5.60,8.40,0.00,0.00,Cash,No,No,
1370,1370,2026-03-05,20:47:34,Emma W.,Main Dining,19,2,Dine-In,Dungeness Crab Cakes,Appetizers,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Cash,No,No,
1370,1370,2026-03-05,20:47:34,Emma W.,Main Dining,19,2,Dine-In,Braised Short Rib,Mains,Food,1,36.00,36.00,,0.00,36.00,,0.00,GST,1.80,PST,0.00,1.80,0.00,0.00,Cash,No,No,
1370,1370,2026-03-05,20:47:34,Emma W.,Main Dining,19,2,Dine-In,Fresh Juice,Non-Alcoholic,Non-Alcoholic,1,8.00,8.00,,0.00,8.00,,0.00,GST,0.40,PST,0.00,0.40,55.00,0.00,Cash,No,No,
1371,1371,2026-03-05,18:22:08,Sarah M.,Cash Register,,1,Takeout,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Mastercard,No,No,
1371,1371,2026-03-05,18:22:08,Sarah M.,Cash Register,,1,Takeout,Negroni,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Mastercard,No,No,
1372,1372,2026-03-05,20:48:42,Emma W.,Bar,29,2,Dine-In,Grilled Sablefish,Mains,Food,1,39.00,39.00,,0.00,39.00,,0.00,GST,1.95,PST,0.00,1.95,0.00,0.00,Interac Debit,No,No,
1372,1372,2026-03-05,20:48:42,Emma W.,Bar,29,2,Dine-In,Glass — Cabernet Sauvignon,Wine,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,0.00,0.00,Interac Debit,No,No,
1372,1372,2026-03-05,20:48:42,Emma W.,Bar,29,2,Dine-In,Pan-Seared Halibut,Mains,Food,1,42.00,42.00,,0.00,42.00,,0.00,GST,2.10,PST,0.00,2.10,0.00,0.00,Interac Debit,No,No,
1372,1372,2026-03-05,20:48:42,Emma W.,Bar,29,2,Dine-In,Glass — Chardonnay (BC),Wine,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,20.61,0.00,Interac Debit,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Mastercard,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Seafood Linguine,Mains,Food,1,28.00,29.50,,0.00,29.50,Extra Sauce (+$1.50),1.50,GST,1.48,PST,0.00,1.48,0.00,0.00,Mastercard,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Cappuccino,Non-Alcoholic,Non-Alcoholic,1,6.50,6.50,,0.00,6.50,,0.00,GST,0.33,PST,0.00,0.33,0.00,0.00,Mastercard,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Mushroom Arancini,Appetizers,Food,1,16.00,18.00,,0.00,18.00,Gluten-Free Pasta (+$2.00),2.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Mastercard,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Pan-Seared Halibut,Mains,Food,1,42.00,42.00,,0.00,42.00,,0.00,GST,2.10,PST,0.00,2.10,0.00,0.00,Mastercard,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Mastercard,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Mastercard,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Mastercard,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Pilsner (draft),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,0.00,0.00,Mastercard,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Mushroom Arancini,Appetizers,Food,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,0.00,0.80,0.00,0.00,Mastercard,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Mastercard,No,No,
1373,1373,2026-03-05,18:10:05,Jake T.,Main Dining,20,4,Dine-In,Bottle — House Red,Wine,Alcohol,1,56.00,56.00,,0.00,56.00,,0.00,GST,2.80,PST,5.60,8.40,70.89,0.00,Mastercard,No,No,
1374,1374,2026-03-05,21:09:59,Sarah M.,Main Dining,3,2,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Cash,No,No,
1374,1374,2026-03-05,21:09:59,Sarah M.,Main Dining,3,2,Dine-In,Cheese Board,Desserts,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Cash,No,No,
1374,1374,2026-03-05,21:09:59,Sarah M.,Main Dining,3,2,Dine-In,Roasted Beet Salad,Appetizers,Food,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,0.00,0.85,0.00,0.00,Cash,No,No,
1374,1374,2026-03-05,21:09:59,Sarah M.,Main Dining,3,2,Dine-In,Cappuccino,Non-Alcoholic,Non-Alcoholic,1,6.50,6.50,,0.00,6.50,,0.00,GST,0.33,PST,0.00,0.33,15.00,0.00,Cash,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,Seafood Linguine,Mains,Food,1,28.00,32.00,,0.00,32.00,Extra Prawns (+$4.00),4.00,GST,1.60,PST,0.00,1.60,0.00,0.00,Mastercard,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,Old Fashioned,Cocktails,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,0.00,0.00,Mastercard,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Mastercard,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,Coastal Spritz,Cocktails,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Mastercard,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Mastercard,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,West Coast Oysters (6pc),Appetizers,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Mastercard,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Mastercard,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,Bottle — House Red,Wine,Alcohol,1,56.00,56.00,,0.00,56.00,,0.00,GST,2.80,PST,5.60,8.40,0.00,0.00,Mastercard,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,Pan-Seared Halibut,Mains,Food,1,42.00,42.00,,0.00,42.00,,0.00,GST,2.10,PST,0.00,2.10,0.00,0.00,Mastercard,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,Chocolate Fondant,Desserts,Food,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,0.00,0.80,0.00,0.00,Mastercard,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,Local IPA (draft),Beer,Alcohol,1,10.00,10.00,,0.00,10.00,,0.00,GST,0.50,PST,1.00,1.50,0.00,0.00,Mastercard,No,No,
1375,1375,2026-03-05,20:22:04,Emma W.,Main Dining,20,4,Dine-In,Bottle — House Red,Wine,Alcohol,1,56.00,56.00,,0.00,56.00,,0.00,GST,2.80,PST,5.60,8.40,69.29,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Dungeness Crab Cakes,Appetizers,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Braised Short Rib,Mains,Food,1,36.00,36.00,,0.00,36.00,,0.00,GST,1.80,PST,0.00,1.80,0.00,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Sparkling Water (750ml),Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,0.00,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Grilled Sablefish,Mains,Food,1,39.00,39.00,,0.00,39.00,,0.00,GST,1.95,PST,0.00,1.95,0.00,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Bottle — House White,Wine,Alcohol,1,52.00,52.00,,0.00,52.00,,0.00,GST,2.60,PST,5.20,7.80,0.00,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Salmon Crudo,Appetizers,Food,1,20.00,20.00,,0.00,20.00,,0.00,GST,1.00,PST,0.00,1.00,0.00,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Mastercard,No,No,
1376,1376,2026-03-05,19:38:33,Emma W.,Main Dining,11,4,Dine-In,Bottle — House White,Wine,Alcohol,1,52.00,52.00,,0.00,52.00,,0.00,GST,2.60,PST,5.20,7.80,59.94,0.00,Mastercard,No,No,
1377,1377,2026-03-05,19:09:06,Jake T.,Patio,27,2,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Cash,No,No,
1377,1377,2026-03-05,19:09:06,Jake T.,Patio,27,2,Dine-In,Pan-Seared Halibut,Mains,Food,1,42.00,43.50,,0.00,43.50,Extra Sauce (+$1.50),1.50,GST,2.18,PST,0.00,2.18,0.00,0.00,Cash,No,No,
1377,1377,2026-03-05,19:09:06,Jake T.,Patio,27,2,Dine-In,Glass — Cabernet Sauvignon,Wine,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,0.00,0.00,Cash,No,No,
1377,1377,2026-03-05,19:09:06,Jake T.,Patio,27,2,Dine-In,Craft Lager (bottle),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,0.00,0.00,Cash,No,No,
1377,1377,2026-03-05,19:09:06,Jake T.,Patio,27,2,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Cash,No,No,
1377,1377,2026-03-05,19:09:06,Jake T.,Patio,27,2,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Cash,No,No,
1377,1377,2026-03-05,19:09:06,Jake T.,Patio,27,2,Dine-In,Pilsner (draft),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,0.00,0.00,Cash,No,No,
1377,1377,2026-03-05,19:09:06,Jake T.,Patio,27,2,Dine-In,Cappuccino,Non-Alcoholic,Non-Alcoholic,1,6.50,6.50,,0.00,6.50,,0.00,GST,0.33,PST,0.00,0.33,30.00,0.00,Cash,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Mastercard,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Affogato,Desserts,Food,1,12.00,12.00,,0.00,12.00,,0.00,GST,0.60,PST,0.00,0.60,0.00,0.00,Mastercard,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Negroni,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Mastercard,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Rack of Lamb,Mains,Food,1,45.00,45.00,,0.00,45.00,,0.00,GST,2.25,PST,0.00,2.25,0.00,0.00,Mastercard,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Chocolate Fondant,Desserts,Food,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,0.00,0.80,0.00,0.00,Mastercard,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,23.50,,0.00,23.50,Extra Sauce (+$1.50),1.50,GST,1.18,PST,0.00,1.18,0.00,0.00,Mastercard,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Mastercard,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Glass — Pinot Noir (BC),Wine,Alcohol,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,1.90,2.85,0.00,0.00,Mastercard,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Mastercard,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Mastercard,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Cheese Board,Desserts,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Mastercard,No,No,
1378,1378,2026-03-05,21:16:03,Jake T.,Patio,22,4,Dine-In,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,50.72,0.00,Mastercard,No,No,
1379,1379,2026-03-05,19:11:56,Maya C.,Main Dining,13,2,Dine-In,Duck Breast,Mains,Food,1,38.00,38.00,,0.00,38.00,,0.00,GST,1.90,PST,0.00,1.90,0.00,0.00,Visa,No,No,
1379,1379,2026-03-05,19:11:56,Maya C.,Main Dining,13,2,Dine-In,Negroni,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Visa,No,No,
1379,1379,2026-03-05,19:11:56,Maya C.,Main Dining,13,2,Dine-In,Duck Breast,Mains,Food,1,38.00,38.00,,0.00,38.00,,0.00,GST,1.90,PST,0.00,1.90,0.00,0.00,Visa,No,No,
1379,1379,2026-03-05,19:11:56,Maya C.,Main Dining,13,2,Dine-In,Cappuccino,Non-Alcoholic,Non-Alcoholic,1,6.50,6.50,,0.00,6.50,,0.00,GST,0.33,PST,0.00,0.33,24.51,0.00,Visa,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Dungeness Crab Cakes,Appetizers,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Wagyu Burger,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Sparkling Water (750ml),Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Grilled Sablefish,Mains,Food,1,39.00,39.00,,0.00,39.00,,0.00,GST,1.95,PST,0.00,1.95,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Seasonal Fruit Tart,Desserts,Food,1,15.00,15.00,,0.00,15.00,,0.00,GST,0.75,PST,0.00,0.75,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Glass — Chardonnay (BC),Wine,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Paloma,Cocktails,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Bottle — House Red,Wine,Alcohol,1,56.00,56.00,,0.00,56.00,,0.00,GST,2.80,PST,5.60,8.40,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Porcini Risotto,Mains,Food,1,26.00,26.00,,0.00,26.00,,0.00,GST,1.30,PST,0.00,1.30,0.00,0.00,Interac Debit,No,No,
1380,1380,2026-03-05,17:59:15,Maya C.,Patio,21,4,Dine-In,Bottle — House Red,Wine,Alcohol,1,56.00,56.00,,0.00,56.00,,0.00,GST,2.80,PST,5.60,8.40,61.59,0.00,Interac Debit,No,No,
1381,1381,2026-03-05,19:47:50,David L.,Main Dining,19,2,Dine-In,Roasted Beet Salad,Appetizers,Food,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,0.00,0.85,0.00,0.00,Mastercard,No,No,
1381,1381,2026-03-05,19:47:50,David L.,Main Dining,19,2,Dine-In,Braised Short Rib,Mains,Food,1,36.00,36.00,,0.00,36.00,,0.00,GST,1.80,PST,0.00,1.80,0.00,0.00,Mastercard,No,No,
1381,1381,2026-03-05,19:47:50,David L.,Main Dining,19,2,Dine-In,Old Fashioned,Cocktails,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,0.00,0.00,Mastercard,No,No,
1381,1381,2026-03-05,19:47:50,David L.,Main Dining,19,2,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Mastercard,No,No,
1381,1381,2026-03-05,19:47:50,David L.,Main Dining,19,2,Dine-In,Rack of Lamb,Mains,Food,1,45.00,45.00,,0.00,45.00,,0.00,GST,2.25,PST,0.00,2.25,0.00,0.00,Mastercard,No,No,
1381,1381,2026-03-05,19:47:50,David L.,Main Dining,19,2,Dine-In,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,25.44,0.00,Mastercard,No,No,
1382,1382,2026-03-05,18:25:19,Emma W.,Bar,30,2,Dine-In,Wagyu Burger,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Visa,No,No,
1382,1382,2026-03-05,18:25:19,Emma W.,Bar,30,2,Dine-In,Cheese Board,Desserts,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Visa,No,No,
1382,1382,2026-03-05,18:25:19,Emma W.,Bar,30,2,Dine-In,Fresh Juice,Non-Alcoholic,Non-Alcoholic,1,8.00,8.00,,0.00,8.00,,0.00,GST,0.40,PST,0.00,0.40,10.68,0.00,Visa,No,No,
1383,1383,2026-03-05,19:50:51,Maya C.,Cash Register,,1,Takeout,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Mastercard,No,No,
1383,1383,2026-03-05,19:50:51,Maya C.,Cash Register,,1,Takeout,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Mastercard,No,No,
1383,1383,2026-03-05,19:50:51,Maya C.,Cash Register,,1,Takeout,Cheese Board,Desserts,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Mastercard,No,No,
1383,1383,2026-03-05,19:50:51,Maya C.,Cash Register,,1,Takeout,Pilsner (draft),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,0.00,0.00,Mastercard,No,No,
1383,1383,2026-03-05,19:50:51,Maya C.,Cash Register,,1,Takeout,Glass — Pinot Noir (BC),Wine,Alcohol,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,1.90,2.85,7.69,0.00,Mastercard,No,No,
1384,1384,2026-03-05,19:56:21,Emma W.,Bar,29,1,Bar Tab,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Interac Debit,No,No,
1384,1384,2026-03-05,19:56:21,Emma W.,Bar,29,1,Bar Tab,Seafood Linguine,Mains,Food,1,28.00,29.50,,0.00,29.50,Extra Sauce (+$1.50),1.50,GST,1.48,PST,0.00,1.48,0.00,0.00,Interac Debit,No,No,
1384,1384,2026-03-05,19:56:21,Emma W.,Bar,29,1,Bar Tab,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,11.82,0.00,Interac Debit,No,No,
1385,1385,2026-03-05,19:10:58,Sarah M.,Cash Register,,1,Takeout,Braised Short Rib,Mains,Food,1,36.00,36.00,,0.00,36.00,,0.00,GST,1.80,PST,0.00,1.80,0.00,0.00,Visa,No,No,
1385,1385,2026-03-05,19:10:58,Sarah M.,Cash Register,,1,Takeout,Chocolate Fondant,Desserts,Food,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,0.00,0.80,0.00,0.00,Visa,No,No,
1385,1385,2026-03-05,19:10:58,Sarah M.,Cash Register,,1,Takeout,Glass — Chardonnay (BC),Wine,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,6.19,0.00,Visa,No,No,
1386,1386,2026-03-05,21:09:47,Jake T.,Main Dining,14,4,Dine-In,Rack of Lamb,Mains,Food,1,45.00,47.00,,0.00,47.00,Add Egg (+$2.00),2.00,GST,2.35,PST,0.00,2.35,0.00,0.00,Visa,No,No,
1386,1386,2026-03-05,21:09:47,Jake T.,Main Dining,14,4,Dine-In,Local IPA (draft),Beer,Alcohol,1,10.00,10.00,,0.00,10.00,,0.00,GST,0.50,PST,1.00,1.50,0.00,0.00,Visa,No,No,
1386,1386,2026-03-05,21:09:47,Jake T.,Main Dining,14,4,Dine-In,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Visa,No,No,
1386,1386,2026-03-05,21:09:47,Jake T.,Main Dining,14,4,Dine-In,Salmon Crudo,Appetizers,Food,1,20.00,20.00,,0.00,20.00,,0.00,GST,1.00,PST,0.00,1.00,0.00,0.00,Visa,No,No,
1386,1386,2026-03-05,21:09:47,Jake T.,Main Dining,14,4,Dine-In,Herb-Crusted Chicken,Mains,Food,1,29.00,29.00,,0.00,29.00,,0.00,GST,1.45,PST,0.00,1.45,0.00,0.00,Visa,No,No,
