Receipt_ID,Creation_Date,Created_By,Product_ID,Item_Name,Kitchen_Name,Status,Tax_Exclusive_Price,Tax_Inclusive_Price,Amount,Tax_Percentage,Tax_Amount,Total_Price,Total_Tax_Excl_Price,Category,Category_Type,Seat_Number,Course_Number,PLU,Extra
R000302.01,2026-03-04 18:08:00,Mika T.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,41.00,43.05,1,5.0,2.05,43.05,41.00,Mains,Food,1,2,2005,
R000302.01,2026-03-04 18:03:00,Mika T.,P-1004,Dungeness Crab Cake,CRAB-CK,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,2,1,1004,
R000302.01,2026-03-04 18:04:00,Mika T.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,3,2,2003,
R000302.01,2026-03-04 18:00:00,Mika T.,P-6003,Local Pilsner (33 Acres),B-33A,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,4,1,6003,
R000302.01,2026-03-04 18:04:00,Mika T.,P-5001,Glass — Pinot Gris (BC),W-PG-BC,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Wine,Beverage,1,1,5001,
R000302.01,2026-03-04 18:02:00,Mika T.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,2,2,2001,
R000302.01,2026-03-04 18:08:00,Mika T.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,3,1,7004,
R000302.01,2026-03-04 18:01:00,Mika T.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,4,1,1006,
R000302.01,2026-03-04 18:01:00,Mika T.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,1,2,2006,
R000302.01,2026-03-04 17:58:00,Mika T.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,2,3,3001,
R000303.01,2026-03-04 20:40:00,James L.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,1,1,1006,
R000303.01,2026-03-04 20:34:00,James L.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,2,2,2003,
R000303.01,2026-03-04 20:37:00,James L.,P-2009,Lamb Rack,LAMB-RCK,Sent,52.00,54.60,1,5.0,2.60,54.60,52.00,Mains,Food,1,2,2009,
R000303.01,2026-03-04 20:31:00,James L.,P-4002,Yuzu Gimlet,YUZU-GIM,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,2,1,4002,
R000304.01,2026-03-04 18:22:00,Dylan R.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,1,1,1005,
R000304.01,2026-03-04 18:31:00,Dylan R.,P-2002,Wagyu Striploin 8oz,WAG-STRP,Sent,62.00,65.10,1,5.0,3.10,65.10,62.00,Mains,Food,2,2,2002,
R000304.01,2026-03-04 18:23:00,Dylan R.,P-5001,Glass — Pinot Gris (BC),W-PG-BC,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Wine,Beverage,1,1,5001,
R000304.01,2026-03-04 18:22:00,Dylan R.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7003,
R000304.01,2026-03-04 18:21:00,Dylan R.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,1,1,1006,
R000304.01,2026-03-04 18:28:00,Dylan R.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,2,2,2006,
R000304.01,2026-03-04 18:26:00,Dylan R.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,1,3,3002,
R000304.01,2026-03-04 18:23:00,Dylan R.,P-4004,Pacific Mule,PAC-MULE,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4004,
R000304.01,2026-03-04 18:31:00,Dylan R.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,7.20,7.56,1,5.0,0.36,7.56,7.20,Non-Alcoholic,Beverage,1,1,7002,
R000305.01,2026-03-04 18:52:00,James L.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,1,2,2006,
R000305.01,2026-03-04 18:57:00,James L.,P-6003,Local Pilsner (33 Acres),B-33A,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,1,1,6003,
R000306.01,2026-03-04 20:23:00,James L.,P-1001,Tuna Tartare,TUNA-TART,Sent,17.60,18.48,1,5.0,0.88,18.48,17.60,Appetizers,Food,1,1,1001,
R000306.01,2026-03-04 20:20:00,James L.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,1,2,2006,
R000306.01,2026-03-04 20:26:00,James L.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,1,3,3002,
R000307.01,2026-03-04 20:25:00,Dylan R.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,1,2,2004,
R000307.01,2026-03-04 20:24:00,Dylan R.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7002,
R000307.01,2026-03-04 20:26:00,Dylan R.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,1,2,2005,
R000307.01,2026-03-04 20:25:00,Dylan R.,P-5001,Glass — Pinot Gris (BC),W-PG-BC,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Wine,Beverage,2,1,5001,
R000308.01,2026-03-04 19:01:00,James L.,P-2008,Seafood Linguine,SEA-LING,Sent,36.00,37.80,1,5.0,1.80,37.80,36.00,Mains,Food,1,2,2008,
R000308.01,2026-03-04 19:02:00,James L.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,2,1,1006,
R000308.01,2026-03-04 19:04:00,James L.,P-2002,Wagyu Striploin 8oz,WAG-STRP,Sent,62.00,65.10,1,5.0,3.10,65.10,62.00,Mains,Food,3,2,2002,
R000308.01,2026-03-04 19:08:00,James L.,P-7004,Matcha Latte,MTCH-LAT,Sent,1.00,1.05,1,5.0,0.05,1.05,1.00,Non-Alcoholic,Beverage,4,1,7004,
R000308.01,2026-03-04 19:08:00,James L.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7001,
R000308.01,2026-03-04 19:07:00,James L.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,2,2,2004,
R000308.01,2026-03-04 19:04:00,James L.,P-4005,Negroni,NEGR,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,3,1,4005,
R000308.01,2026-03-04 19:05:00,James L.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,4,2,2007,
R000308.01,2026-03-04 19:05:00,James L.,P-5003,Glass — Pinot Noir (BC),W-PN-BC,Sent,19.00,21.85,1,15.0,2.85,21.85,19.00,Wine,Beverage,1,1,5003,
R000309.01,2026-03-04 18:17:00,Mika T.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,1,1,1006,
R000309.01,2026-03-04 18:23:00,Mika T.,P-5001,Glass — Pinot Gris (BC),W-PG-BC,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Wine,Beverage,2,1,5001,
R000309.01,2026-03-04 18:25:00,Mika T.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7003,
R000309.01,2026-03-04 18:26:00,Mika T.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,2,2,2010,
R000309.01,2026-03-04 18:23:00,Mika T.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,1,3,3001,
R000310.01,2026-03-04 18:03:00,James L.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,1,2,2007,
R000310.01,2026-03-04 18:04:00,James L.,P-4004,Pacific Mule,PAC-MULE,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4004,
R000310.01,2026-03-04 18:01:00,James L.,P-4001,Ember Old Fashioned,EMB-OF,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Cocktails,Beverage,1,1,4001,
R000310.01,2026-03-04 18:07:00,James L.,P-1004,Dungeness Crab Cake,CRAB-CK,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,2,1,1004,
R000310.01,2026-03-04 17:59:00,James L.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,1,2,2006,
R000311.01,2026-03-04 18:08:00,Olivia C.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,1,2,2007,
R000311.01,2026-03-04 18:02:00,Olivia C.,P-5003,Glass — Pinot Noir (BC),W-PN-BC,Sent,19.00,21.85,1,15.0,2.85,21.85,19.00,Wine,Beverage,2,1,5003,
R000311.01,2026-03-04 18:01:00,Olivia C.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,1,1,4003,
R000311.01,2026-03-04 18:01:00,Olivia C.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,2,1,1007,
R000311.01,2026-03-04 18:06:00,Olivia C.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,1,2,2005,
R000311.01,2026-03-04 18:00:00,Olivia C.,P-4002,Yuzu Gimlet,YUZU-GIM,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,2,1,4002,
R000311.01,2026-03-04 18:06:00,Olivia C.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,1,1,5005,
R000312.01,2026-03-04 19:16:00,Sarah M.,P-1003,Roasted Beet Salad,BEET-SAL,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Appetizers,Food,1,1,1003,
R000312.01,2026-03-04 19:16:00,Sarah M.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,2,2,2004,
R000312.01,2026-03-04 19:20:00,Sarah M.,P-6001,Craft IPA (Brassneck),B-IPA,Sent,10.00,11.50,1,15.0,1.50,11.50,10.00,Beer,Beverage,1,1,6001,
R000312.01,2026-03-04 19:14:00,Sarah M.,P-1003,Roasted Beet Salad,BEET-SAL,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Appetizers,Food,2,1,1003,
R000312.01,2026-03-04 19:12:00,Sarah M.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,1,2,2001,
R000313.01,2026-03-04 20:34:00,Priya S.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
R000313.01,2026-03-04 20:34:00,Priya S.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,2,2,2003,
R000313.01,2026-03-04 20:30:00,Priya S.,P-5004,Glass — Cabernet Sauvignon,W-CABSV,Sent,20.00,23.00,1,15.0,3.00,23.00,20.00,Wine,Beverage,1,1,5004,
R000313.01,2026-03-04 20:30:00,Priya S.,P-4004,Pacific Mule,PAC-MULE,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4004,
R000313.01,2026-03-04 20:31:00,Priya S.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,56.00,58.80,1,5.0,2.80,58.80,56.00,Mains,Food,1,2,2004,
R000314.01,2026-03-04 19:53:00,Priya S.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
R000314.01,2026-03-04 19:50:00,Priya S.,P-2006,Grilled Halibut,GRILL-HAL,Sent,51.00,53.55,1,5.0,2.55,53.55,51.00,Mains,Food,2,2,2006,
R000314.01,2026-03-04 19:57:00,Priya S.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,1,3,3002,
R000314.01,2026-03-04 19:57:00,Priya S.,P-6001,Craft IPA (Brassneck),B-IPA,Sent,10.00,11.50,1,15.0,1.50,11.50,10.00,Beer,Beverage,2,1,6001,
R000314.01,2026-03-04 19:49:00,Priya S.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,1,2,2010,
R000314.01,2026-03-04 19:57:00,Priya S.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,2,3,3002,
R000314.01,2026-03-04 19:58:00,Priya S.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,1,1,4003,
R000315.01,2026-03-04 21:04:00,Mika T.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,1,1,1005,
R000315.01,2026-03-04 21:06:00,Mika T.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,2,2,2004,
R000315.01,2026-03-04 21:01:00,Mika T.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,3,3,3004,
R000315.01,2026-03-04 21:00:00,Mika T.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,4,1,7004,
R000315.01,2026-03-04 21:05:00,Mika T.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,0.00,0.00,1,5.0,0.00,0.00,0.00,Appetizers,Food,1,1,1005,
R000315.01,2026-03-04 21:00:00,Mika T.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,2,2,2001,
R000315.01,2026-03-04 21:02:00,Mika T.,P-6002,Japanese Lager (Asahi),B-ASAHI,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,3,1,6002,
R000315.01,2026-03-04 21:02:00,Mika T.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,4,1,5005,
R000315.01,2026-03-04 21:02:00,Mika T.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
R000315.01,2026-03-04 20:57:00,Mika T.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,40.00,42.00,1,5.0,2.00,42.00,40.00,Mains,Food,2,2,2003,
R000315.01,2026-03-04 21:03:00,Mika T.,P-4005,Negroni,NEGR,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,3,1,4005,
R000315.01,2026-03-04 21:01:00,Mika T.,P-1003,Roasted Beet Salad,BEET-SAL,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,4,1,1003,
R000315.01,2026-03-04 21:06:00,Mika T.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,41.00,43.05,1,5.0,2.05,43.05,41.00,Mains,Food,1,2,2005,
R000315.01,2026-03-04 21:00:00,Mika T.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,2,3,3001,
R000315.01,2026-03-04 21:02:00,Mika T.,P-6002,Japanese Lager (Asahi),B-ASAHI,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,3,1,6002,
R000316.01,2026-03-04 20:58:00,Sarah M.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,49.00,51.45,1,5.0,2.45,51.45,49.00,Mains,Food,1,2,2004,
R000316.01,2026-03-04 20:56:00,Sarah M.,P-4005,Negroni,NEGR,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,2,1,4005,
R000316.01,2026-03-04 20:58:00,Sarah M.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,3,2,2005,
R000316.01,2026-03-04 20:57:00,Sarah M.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,4,1,7001,
R000316.01,2026-03-04 20:59:00,Sarah M.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,1,1,4003,
R000316.01,2026-03-04 20:54:00,Sarah M.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,16.15,16.96,1,5.0,0.81,16.96,16.15,Appetizers,Food,2,1,1006,
R000316.01,2026-03-04 20:57:00,Sarah M.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,3,2,2003,
R000316.01,2026-03-04 20:53:00,Sarah M.,P-4004,Pacific Mule,PAC-MULE,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,4,1,4004,
R000316.01,2026-03-04 21:00:00,Sarah M.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,1,1,5005,
R000316.01,2026-03-04 20:53:00,Sarah M.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,2,2,2006,
R000316.01,2026-03-04 20:57:00,Sarah M.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,3,3,3002,
R000316.01,2026-03-04 20:50:00,Sarah M.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,4,1,7003,
R000317.01,2026-03-04 18:04:00,Priya S.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,1,2,2006,
R000317.01,2026-03-04 18:08:00,Priya S.,P-7003,Espresso,ESPRES,Sent,6.00,6.30,1,5.0,0.30,6.30,6.00,Non-Alcoholic,Beverage,2,1,7003,
R000317.01,2026-03-04 18:09:00,Priya S.,P-2008,Seafood Linguine,SEA-LING,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,3,2,2008,
R000317.01,2026-03-04 18:07:00,Priya S.,P-5004,Glass — Cabernet Sauvignon,W-CABSV,Sent,20.00,23.00,1,15.0,3.00,23.00,20.00,Wine,Beverage,1,1,5004,
R000317.01,2026-03-04 18:04:00,Priya S.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,2,1,5005,
R000317.01,2026-03-04 18:10:00,Priya S.,P-4005,Negroni,NEGR,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,3,1,4005,
R000317.01,2026-03-04 18:08:00,Priya S.,P-6002,Japanese Lager (Asahi),B-ASAHI,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,1,1,6002,
R000318.01,2026-03-04 20:28:00,James L.,P-1001,Tuna Tartare,TUNA-TART,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Appetizers,Food,1,1,1001,
R000318.01,2026-03-04 20:31:00,James L.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,2,2,2001,
R000318.01,2026-03-04 20:28:00,James L.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R000319.01,2026-03-04 19:33:00,Mika T.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,30.00,31.50,1,5.0,1.50,31.50,30.00,Mains,Food,1,2,2007,
R000319.01,2026-03-04 19:35:00,Mika T.,P-5004,Glass — Cabernet Sauvignon,W-CABSV,Sent,20.00,23.00,1,15.0,3.00,23.00,20.00,Wine,Beverage,2,1,5004,
R000319.01,2026-03-04 19:32:00,Mika T.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,3,1,7002,
R000319.01,2026-03-04 19:31:00,Mika T.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,1,2,2007,
R000319.01,2026-03-04 19:31:00,Mika T.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,2,2,2003,
R000319.01,2026-03-04 19:30:00,Mika T.,P-6002,Japanese Lager (Asahi),B-ASAHI,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,3,1,6002,
R000320.01,2026-03-04 18:31:00,Dylan R.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,1,2,2007,
R000320.01,2026-03-04 18:35:00,Dylan R.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7003,
R000320.01,2026-03-04 18:32:00,Dylan R.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7003,
R000320.01,2026-03-04 18:37:00,Dylan R.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,2,1,5005,
R000320.01,2026-03-04 18:33:00,Dylan R.,P-1001,Tuna Tartare,TUNA-TART,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Appetizers,Food,1,1,1001,
R000321.01,2026-03-04 18:26:00,Dylan R.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
R000321.01,2026-03-04 18:25:00,Dylan R.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,31.00,32.55,1,5.0,1.55,32.55,31.00,Mains,Food,2,2,2010,
R000321.01,2026-03-04 18:25:00,Dylan R.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,3,3,3001,
R000321.01,2026-03-04 18:29:00,Dylan R.,P-5002,Glass — Chardonnay (Okanagan),W-CHARD,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Wine,Beverage,1,1,5002,
R000321.01,2026-03-04 18:28:00,Dylan R.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4003,
R000321.01,2026-03-04 18:29:00,Dylan R.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,3,2,2004,
R000321.01,2026-03-04 18:30:00,Dylan R.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,1,3,3002,
R000321.01,2026-03-04 18:31:00,Dylan R.,P-5001,Glass — Pinot Gris (BC),W-PG-BC,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Wine,Beverage,2,1,5001,
R000321.01,2026-03-04 18:26:00,Dylan R.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,3,1,1005,
R000321.01,2026-03-04 18:23:00,Dylan R.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,1,2,2010,
R000321.01,2026-03-04 18:30:00,Dylan R.,P-4002,Yuzu Gimlet,YUZU-GIM,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,2,1,4002,
R000321.01,2026-03-04 18:23:00,Dylan R.,P-4004,Pacific Mule,PAC-MULE,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,3,1,4004,
R000322.01,2026-03-04 19:02:00,Olivia C.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,1,1,1006,
R000322.01,2026-03-04 19:01:00,Olivia C.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,2,2,2010,
R000322.01,2026-03-04 19:11:00,Olivia C.,P-4005,Negroni,NEGR,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,3,1,4005,
R000322.01,2026-03-04 19:09:00,Olivia C.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,4,1,1002,
R000322.01,2026-03-04 19:07:00,Olivia C.,P-2008,Seafood Linguine,SEA-LING,Sent,36.00,37.80,1,5.0,1.80,37.80,36.00,Mains,Food,1,2,2008,
R000322.01,2026-03-04 19:01:00,Olivia C.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4003,
R000322.01,2026-03-04 19:10:00,Olivia C.,P-4001,Ember Old Fashioned,EMB-OF,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Cocktails,Beverage,3,1,4001,
R000322.01,2026-03-04 19:01:00,Olivia C.,P-4001,Ember Old Fashioned,EMB-OF,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Cocktails,Beverage,4,1,4001,
R000322.01,2026-03-04 19:03:00,Olivia C.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
