Platform,Order_ID,Order_Date,Order_Status,Dining_Mode,Gross_Sales,Tax,GST,PST,Tip,Commission_Amount,Commission_Rate,Marketing_Fee,Promo_Cost_Restaurant,Promo_Cost_Platform,Service_Fee,Adjustments,Net_Payout,Payout_Date,Item_Count,Customer_Type,Prep_Time_Minutes,Delivery_Time_Minutes,Customer_Rating,POS_Transaction_ID
DoorDash,DD-00000049,2026-03-07 18:50:00,Canceled,Delivery,75.00,9.00,3.75,5.25,5.00,-18.75,0.25,-1.50,-0.00,0.00,-1.12,0.00,0.00,2026-03-10,3,Returning,19.5,23.2,,
Uber Eats,UE-00000070,2026-03-07 15:10:00,Completed,Delivery,116.00,13.92,5.80,8.12,4.00,-34.80,0.30,-2.00,-5.00,2.00,-0.86,0.00,89.26,2026-03-12,4,Returning,19.6,46.3,,
DoorDash,DD-00000050,2026-03-07 13:18:00,Completed,Delivery,79.00,9.48,3.95,5.53,2.00,-19.75,0.25,-3.00,-0.00,2.00,-1.06,0.00,66.67,2026-03-10,4,Returning,13.4,37.1,5.0,
DoorDash,DD-00000051,2026-03-07 20:27:00,Completed,Delivery,40.00,4.80,2.00,2.80,4.00,-10.00,0.25,-0.00,-2.00,1.00,-0.84,0.00,32.96,2026-03-13,2,Returning,28.5,37.9,5.0,
Uber Eats,UE-00000071,2026-03-07 17:41:00,Completed,Delivery,96.00,11.52,4.80,6.72,4.00,-28.80,0.30,-3.00,-0.00,0.00,-1.30,0.00,74.42,2026-03-12,4,Returning,15.2,49.3,5.0,
Uber Eats,UE-00000072,2026-03-07 17:16:00,Completed,Delivery,58.00,6.96,2.90,4.06,6.00,-17.40,0.30,-0.00,-0.00,0.00,-1.10,0.00,46.46,2026-03-12,3,New,12.4,45.0,,
DoorDash,DD-00000052,2026-03-07 11:51:00,Completed,Delivery,22.00,2.64,1.10,1.54,2.00,-5.50,0.25,-3.00,-0.00,0.00,-1.42,0.00,14.72,2026-03-11,3,Returning,32.8,37.7,,
DoorDash,DD-00000053,2026-03-07 12:19:00,Completed,Delivery,67.00,8.04,3.35,4.69,8.00,-16.75,0.25,-0.00,-5.00,0.00,-0.68,0.00,52.61,2026-03-12,3,Returning,19.4,36.9,4.5,
Uber Eats,UE-00000073,2026-03-07 13:44:00,Completed,Delivery,112.00,13.44,5.60,7.84,0.00,-33.60,0.30,-0.00,-2.00,0.00,-1.18,0.00,88.66,2026-03-13,3,Returning,14.4,22.4,4.0,
Uber Eats,UE-00000074,2026-03-07 15:24:00,Completed,Delivery,18.00,2.16,0.90,1.26,2.00,-5.40,0.30,-1.50,-2.00,0.00,-0.84,0.00,10.42,2026-03-12,3,New,30.2,31.9,5.0,
Uber Eats,UE-00000075,2026-03-08 19:11:00,Completed,Delivery,70.00,8.40,3.50,4.90,3.00,-21.00,0.30,-0.00,-2.00,0.00,-1.27,0.00,54.13,2026-03-14,2,Returning,16.5,30.7,4.5,
DoorDash,DD-00000054,2026-03-08 13:28:00,Completed,Delivery,41.00,4.92,2.05,2.87,0.00,-10.25,0.25,-2.00,-0.00,0.00,-1.20,0.00,32.47,2026-03-13,3,Returning,29.3,31.7,5.0,
DoorDash,DD-00000055,2026-03-08 13:12:00,Completed,Delivery,92.00,11.04,4.60,6.44,2.00,-23.00,0.25,-2.00,-5.00,0.00,-0.62,0.00,72.42,2026-03-15,3,New,31.1,41.9,5.0,
Uber Eats,UE-00000076,2026-03-08 19:35:00,Completed,Delivery,96.00,11.52,4.80,6.72,6.00,-28.80,0.30,-2.00,-5.00,0.00,-0.60,0.00,71.12,2026-03-15,5,Returning,20.3,24.1,4.0,
Uber Eats,UE-00000077,2026-03-08 19:14:00,Completed,Delivery,53.00,6.36,2.65,3.71,3.00,-15.90,0.30,-2.00,-0.00,0.00,-0.84,0.00,40.62,2026-03-13,3,Returning,19.8,34.8,,
Uber Eats,UE-00000078,2026-03-08 20:40:00,Completed,Delivery,95.00,11.40,4.75,6.65,2.00,-28.50,0.30,-2.00,-0.00,0.00,-1.27,0.00,74.63,2026-03-15,4,Returning,28.3,39.4,5.0,
DoorDash,DD-00000056,2026-03-08 13:53:00,Completed,Delivery,89.00,10.68,4.45,6.23,4.00,-22.25,0.25,-0.00,-0.00,0.00,-0.57,0.00,76.86,2026-03-12,4,New,18.6,46.5,4.0,
DoorDash,DD-00000057,2026-03-08 15:32:00,Completed,Delivery,63.00,7.56,3.15,4.41,0.00,-15.75,0.25,-0.00,-2.00,0.00,-0.66,0.00,52.15,2026-03-13,2,New,18.4,45.5,,
Uber Eats,UE-00000079,2026-03-08 16:41:00,Completed,Delivery,106.00,12.72,5.30,7.42,5.00,-31.80,0.30,-0.00,-0.00,2.00,-1.50,0.00,87.42,2026-03-15,5,Returning,20.0,23.3,5.0,
DoorDash,DD-00000058,2026-03-08 18:00:00,Completed,Delivery,46.00,5.52,2.30,3.22,5.00,-11.50,0.25,-0.00,-5.00,0.00,-1.33,0.00,33.69,2026-03-12,2,New,21.8,25.1,5.0,
Uber Eats,UE-00000080,2026-03-08 12:11:00,Completed,Delivery,58.00,6.96,2.90,4.06,4.00,-17.40,0.30,-0.00,-5.00,0.00,-1.34,0.00,41.22,2026-03-14,2,New,31.5,26.5,5.0,
Uber Eats,UE-00000081,2026-03-08 13:59:00,Completed,Delivery,55.00,6.60,2.75,3.85,5.00,-16.50,0.30,-3.00,-0.00,0.00,-0.60,0.00,41.50,2026-03-14,4,Returning,33.2,29.6,5.0,
Uber Eats,UE-00000082,2026-03-08 18:16:00,Completed,Delivery,69.00,8.28,3.45,4.83,3.00,-20.70,0.30,-1.50,-0.00,0.00,-0.62,0.00,54.46,2026-03-13,2,Returning,25.1,37.2,5.0,
DoorDash,DD-00000059,2026-03-08 14:08:00,Completed,Delivery,52.00,6.24,2.60,3.64,4.00,-13.00,0.25,-2.00,-0.00,0.00,-1.41,0.00,41.83,2026-03-13,2,New,16.7,33.9,4.5,
Uber Eats,UE-00000083,2026-03-08 15:10:00,Completed,Delivery,46.00,5.52,2.30,3.22,0.00,-13.80,0.30,-2.00,-0.00,0.00,-1.44,0.00,34.28,2026-03-15,2,Returning,16.9,41.9,4.0,
DoorDash,DD-00000060,2026-03-08 13:12:00,Completed,Delivery,57.00,6.84,2.85,3.99,0.00,-14.25,0.25,-3.00,-0.00,2.00,-1.41,0.00,47.18,2026-03-14,3,New,31.5,30.2,5.0,
Uber Eats,UE-00000084,2026-03-09 15:48:00,Completed,Delivery,53.00,6.36,2.65,3.71,4.00,-15.90,0.30,-0.00,-5.00,0.00,-0.85,0.00,37.61,2026-03-14,2,New,23.7,39.2,5.0,
DoorDash,DD-00000061,2026-03-09 16:46:00,Completed,Delivery,24.00,2.88,1.20,1.68,3.00,-6.00,0.25,-0.00,-3.00,0.00,-1.40,0.00,16.48,2026-03-13,2,Returning,29.7,33.1,5.0,
Uber Eats,UE-00000085,2026-03-09 17:36:00,Completed,Delivery,47.00,5.64,2.35,3.29,5.00,-14.10,0.30,-1.50,-0.00,2.00,-0.95,0.00,38.09,2026-03-16,2,Returning,28.8,37.7,5.0,
Uber Eats,UE-00000086,2026-03-09 20:53:00,Completed,Delivery,104.00,12.48,5.20,7.28,5.00,-31.20,0.30,-3.00,-0.00,0.00,-0.66,0.00,81.62,2026-03-15,4,New,24.1,31.5,,
Uber Eats,UE-00000087,2026-03-09 12:34:00,Completed,Delivery,29.00,3.48,1.45,2.03,4.00,-8.70,0.30,-1.50,-0.00,0.00,-1.01,0.00,21.27,2026-03-13,2,Returning,19.4,24.0,4.5,
Uber Eats,UE-00000088,2026-03-09 12:43:00,Canceled,Delivery,99.00,11.88,4.95,6.93,2.00,-29.70,0.30,-0.00,-0.00,0.00,-0.81,0.00,0.00,2026-03-16,4,Returning,25.4,33.6,,
Uber Eats,UE-00000089,2026-03-09 17:19:00,Completed,Delivery,34.00,4.08,1.70,2.38,0.00,-10.20,0.30,-3.00,-0.00,0.00,-0.97,0.00,23.91,2026-03-12,2,New,20.5,44.5,5.0,
Uber Eats,UE-00000090,2026-03-09 18:24:00,Completed,Delivery,123.00,14.76,6.15,8.61,3.00,-36.90,0.30,-0.00,-0.00,0.00,-1.39,0.00,99.47,2026-03-12,4,New,34.6,27.5,,
Uber Eats,UE-00000091,2026-03-09 19:44:00,Completed,Delivery,35.00,4.20,1.75,2.45,4.00,-10.50,0.30,-3.00,-0.00,1.00,-0.55,0.00,26.15,2026-03-16,2,New,24.7,44.4,4.0,
Uber Eats,UE-00000092,2026-03-09 16:34:00,Completed,Delivery,84.00,10.08,4.20,5.88,3.00,-25.20,0.30,-0.00,-0.00,2.00,-1.06,0.00,69.82,2026-03-15,3,Returning,26.5,33.8,5.0,
Uber Eats,UE-00000093,2026-03-10 16:53:00,Completed,Delivery,53.00,6.36,2.65,3.71,3.00,-15.90,0.30,-0.00,-0.00,0.00,-0.99,0.00,42.47,2026-03-14,2,Returning,22.3,20.0,,
DoorDash,DD-00000062,2026-03-10 14:30:00,Completed,Delivery,87.00,10.44,4.35,6.09,4.00,-21.75,0.25,-0.00,-0.00,0.00,-1.12,0.00,74.57,2026-03-13,3,Returning,25.3,36.9,4.5,
DoorDash,DD-00000063,2026-03-10 15:49:00,Completed,Delivery,123.00,14.76,6.15,8.61,3.00,-30.75,0.25,-0.00,-0.00,0.00,-1.19,0.00,105.82,2026-03-17,4,New,12.4,18.4,4.0,
DoorDash,DD-00000064,2026-03-10 13:18:00,Completed,Delivery,37.00,4.44,1.85,2.59,5.00,-9.25,0.25,-3.00,-0.00,2.00,-0.93,0.00,30.26,2026-03-14,2,Returning,20.4,18.6,5.0,
Uber Eats,UE-00000094,2026-03-10 14:08:00,Completed,Delivery,84.00,10.08,4.20,5.88,6.00,-25.20,0.30,-0.00,-2.00,0.00,-1.46,0.00,65.42,2026-03-17,3,Returning,13.3,42.2,,
DoorDash,DD-00000065,2026-03-10 17:30:00,Completed,Delivery,119.00,14.28,5.95,8.33,4.00,-29.75,0.25,-1.50,-3.00,0.00,-1.13,0.00,97.90,2026-03-15,4,New,23.8,20.4,4.5,
DoorDash,DD-00000066,2026-03-10 18:02:00,Completed,Delivery,33.00,3.96,1.65,2.31,0.00,-8.25,0.25,-0.00,-0.00,0.00,-1.39,0.00,27.32,2026-03-14,2,New,34.4,42.9,5.0,
Uber Eats,UE-00000095,2026-03-10 14:43:00,Completed,Delivery,91.00,10.92,4.55,6.37,4.00,-27.30,0.30,-0.00,-5.00,0.00,-0.89,0.00,68.73,2026-03-15,4,Returning,21.4,22.8,5.0,
Uber Eats,UE-00000096,2026-03-10 17:45:00,Completed,Delivery,107.00,12.84,5.35,7.49,2.00,-32.10,0.30,-0.00,-0.00,0.00,-0.86,0.00,86.88,2026-03-15,4,Returning,28.0,41.5,4.5,
DoorDash,DD-00000067,2026-03-10 18:28:00,Completed,Delivery,13.00,1.56,0.65,0.91,0.00,-3.25,0.25,-0.00,-0.00,0.00,-1.28,0.00,10.03,2026-03-13,2,Returning,27.6,21.5,4.5,
DoorDash,DD-00000068,2026-03-10 14:55:00,Completed,Delivery,41.00,4.92,2.05,2.87,6.00,-10.25,0.25,-0.00,-0.00,0.00,-0.86,0.00,34.81,2026-03-13,2,Returning,19.5,22.0,4.5,
Uber Eats,UE-00000097,2026-03-10 13:21:00,Completed,Delivery,30.00,3.60,1.50,2.10,3.00,-9.00,0.30,-3.00,-0.00,1.00,-1.42,0.00,21.18,2026-03-15,2,New,17.4,48.4,4.5,
Uber Eats,UE-00000098,2026-03-11 13:13:00,Completed,Delivery,104.00,12.48,5.20,7.28,3.00,-31.20,0.30,-1.50,-0.00,0.00,-1.49,0.00,82.29,2026-03-18,4,Returning,15.0,23.0,5.0,
Uber Eats,UE-00000099,2026-03-11 16:07:00,Completed,Delivery,73.00,8.76,3.65,5.11,6.00,-21.90,0.30,-0.00,-3.00,0.00,-1.20,0.00,55.66,2026-03-17,3,Returning,32.6,49.9,5.0,
Uber Eats,UE-00000100,2026-03-11 15:01:00,Completed,Delivery,94.00,11.28,4.70,6.58,4.00,-28.20,0.30,-1.50,-0.00,1.00,-0.57,0.00,76.01,2026-03-17,4,Returning,17.6,24.4,4.0,
Uber Eats,UE-00000101,2026-03-11 14:34:00,Completed,Delivery,69.00,8.28,3.45,4.83,3.00,-20.70,0.30,-2.00,-3.00,2.00,-0.82,0.00,52.76,2026-03-18,3,New,26.1,29.5,5.0,
Uber Eats,UE-00000102,2026-03-11 11:41:00,Completed,Delivery,54.00,6.48,2.70,3.78,2.00,-16.20,0.30,-2.00,-2.00,0.00,-0.54,0.00,39.74,2026-03-18,2,Returning,23.3,37.1,4.5,
Uber Eats,UE-00000103,2026-03-11 17:24:00,Completed,Delivery,77.00,9.24,3.85,5.39,4.00,-23.10,0.30,-1.50,-2.00,0.00,-1.02,0.00,58.62,2026-03-17,4,Returning,20.4,27.4,4.0,
DoorDash,DD-00000069,2026-03-11 14:44:00,Completed,Delivery,73.00,8.76,3.65,5.11,4.00,-18.25,0.25,-2.00,-5.00,0.00,-1.17,0.00,55.34,2026-03-17,3,New,28.8,45.9,,
DoorDash,DD-00000070,2026-03-11 13:08:00,Completed,Delivery,127.00,15.24,6.35,8.89,4.00,-31.75,0.25,-1.50,-0.00,2.00,-1.00,0.00,109.99,2026-03-18,4,Returning,15.5,42.6,4.5,
Uber Eats,UE-00000104,2026-03-11 16:25:00,Completed,Delivery,29.00,3.48,1.45,2.03,5.00,-8.70,0.30,-2.00,-0.00,0.00,-1.40,0.00,20.38,2026-03-17,3,Returning,15.1,26.2,,
Uber Eats,UE-00000105,2026-03-11 12:30:00,Completed,Delivery,50.00,6.00,2.50,3.50,4.00,-15.00,0.30,-2.00,-3.00,0.00,-1.08,0.00,34.92,2026-03-14,2,New,13.1,24.4,4.0,
Uber Eats,UE-00000106,2026-03-11 15:03:00,Completed,Delivery,58.00,6.96,2.90,4.06,0.00,-17.40,0.30,-0.00,-0.00,1.00,-0.83,0.00,47.73,2026-03-18,4,New,17.4,18.0,4.5,
DoorDash,DD-00000071,2026-03-11 12:38:00,Completed,Delivery,58.00,6.96,2.90,4.06,6.00,-14.50,0.25,-0.00,-2.00,1.00,-0.67,0.00,48.79,2026-03-15,2,New,24.7,41.9,,
Uber Eats,UE-00000107,2026-03-11 18:03:00,Completed,Delivery,150.00,18.00,7.50,10.50,2.00,-45.00,0.30,-0.00,-2.00,1.00,-0.86,0.00,121.14,2026-03-16,3,Returning,16.5,45.2,4.0,
Uber Eats,UE-00000108,2026-03-11 16:37:00,Completed,Delivery,104.00,12.48,5.20,7.28,3.00,-31.20,0.30,-0.00,-2.00,1.00,-0.65,0.00,83.63,2026-03-14,3,New,18.4,25.7,4.5,
Uber Eats,UE-00000109,2026-03-11 19:15:00,Completed,Delivery,89.00,10.68,4.45,6.23,2.00,-26.70,0.30,-0.00,-5.00,0.00,-0.70,0.00,67.28,2026-03-17,4,Returning,14.5,43.8,3.5,
DoorDash,DD-00000072,2026-03-12 12:59:00,Completed,Delivery,104.00,12.48,5.20,7.28,6.00,-26.00,0.25,-1.50,-2.00,0.00,-0.76,0.00,86.22,2026-03-17,3,New,34.3,30.3,4.5,
Uber Eats,UE-00000110,2026-03-12 18:50:00,Completed,Delivery,43.00,5.16,2.15,3.01,6.00,-12.90,0.30,-0.00,-0.00,0.00,-0.81,0.00,34.45,2026-03-18,3,Returning,30.1,23.2,5.0,
DoorDash,DD-00000073,2026-03-12 14:01:00,Completed,Delivery,76.00,9.12,3.80,5.32,2.00,-19.00,0.25,-0.00,-0.00,0.00,-1.33,0.00,64.79,2026-03-19,3,Returning,28.8,48.1,4.5,
DoorDash,DD-00000074,2026-03-12 19:17:00,Completed,Delivery,61.00,7.32,3.05,4.27,3.00,-15.25,0.25,-0.00,-0.00,0.00,-1.25,0.00,51.82,2026-03-15,3,New,12.5,27.6,5.0,
Uber Eats,UE-00000111,2026-03-12 20:08:00,Completed,Delivery,133.00,15.96,6.65,9.31,4.00,-39.90,0.30,-0.00,-0.00,2.00,-0.68,0.00,110.38,2026-03-19,5,Returning,20.8,44.7,4.5,
DoorDash,DD-00000075,2026-03-12 12:34:00,Completed,Delivery,67.00,8.04,3.35,4.69,4.00,-16.75,0.25,-0.00,-2.00,1.00,-0.84,0.00,56.45,2026-03-16,3,New,19.3,48.2,,
DoorDash,DD-00000076,2026-03-12 18:16:00,Completed,Delivery,15.00,1.80,0.75,1.05,0.00,-3.75,0.25,-0.00,-0.00,1.00,-0.84,0.00,13.21,2026-03-18,3,Returning,26.2,44.1,4.0,
DoorDash,DD-00000077,2026-03-12 14:43:00,Completed,Delivery,134.00,16.08,6.70,9.38,3.00,-33.50,0.25,-0.00,-0.00,0.00,-0.82,0.00,115.76,2026-03-17,4,New,25.1,39.3,,
Uber Eats,UE-00000112,2026-03-12 18:17:00,Completed,Delivery,27.00,3.24,1.35,1.89,3.00,-8.10,0.30,-0.00,-0.00,0.00,-1.42,0.00,20.72,2026-03-16,2,Returning,29.9,47.5,3.5,
Uber Eats,UE-00000113,2026-03-12 11:31:00,Completed,Delivery,83.00,9.96,4.15,5.81,8.00,-24.90,0.30,-0.00,-0.00,2.00,-0.99,0.00,69.07,2026-03-19,3,New,33.9,22.9,4.0,
DoorDash,DD-00000078,2026-03-12 14:48:00,Completed,Delivery,63.00,7.56,3.15,4.41,4.00,-15.75,0.25,-0.00,-0.00,1.00,-1.40,0.00,54.41,2026-03-16,2,New,22.4,26.6,5.0,
Uber Eats,UE-00000114,2026-03-12 15:30:00,Completed,Delivery,125.00,15.00,6.25,8.75,5.00,-37.50,0.30,-0.00,-0.00,1.00,-1.08,0.00,102.42,2026-03-16,3,Returning,27.8,49.7,5.0,
DoorDash,DD-00000079,2026-03-12 20:24:00,Completed,Delivery,122.00,14.64,6.10,8.54,3.00,-30.50,0.25,-0.00,-0.00,1.00,-1.24,0.00,105.90,2026-03-18,5,Returning,26.9,48.3,4.5,
DoorDash,DD-00000080,2026-03-12 19:07:00,Canceled,Delivery,84.00,10.08,4.20,5.88,4.00,-21.00,0.25,-0.00,-0.00,0.00,-1.01,0.00,0.00,2026-03-17,3,New,15.5,38.9,,
Uber Eats,UE-00000115,2026-03-12 15:52:00,Completed,Delivery,79.00,9.48,3.95,5.53,3.00,-23.70,0.30,-3.00,-0.00,0.00,-0.52,0.00,61.26,2026-03-18,3,New,26.9,35.3,,
Uber Eats,UE-00000116,2026-03-12 13:51:00,Completed,Delivery,14.00,1.68,0.70,0.98,4.00,-4.20,0.30,-0.00,-0.00,0.00,-0.71,0.00,10.77,2026-03-15,2,Returning,17.7,46.5,4.0,
Uber Eats,UE-00000117,2026-03-12 12:55:00,Completed,Delivery,63.00,7.56,3.15,4.41,3.00,-18.90,0.30,-0.00,-0.00,0.00,-1.07,0.00,50.59,2026-03-17,3,Returning,32.7,37.7,3.5,
Uber Eats,UE-00000118,2026-03-12 18:14:00,Completed,Delivery,142.00,17.04,7.10,9.94,5.00,-42.60,0.30,-0.00,-0.00,0.00,-1.40,0.00,115.04,2026-03-19,5,New,30.5,44.6,4.0,
Uber Eats,UE-00000119,2026-03-13 20:35:00,Completed,Delivery,68.00,8.16,3.40,4.76,3.00,-20.40,0.30,-0.00,-0.00,0.00,-1.04,0.00,54.72,2026-03-18,3,Returning,26.3,38.1,4.5,
Uber Eats,UE-00000120,2026-03-13 17:00:00,Canceled,Delivery,56.00,6.72,2.80,3.92,3.00,-16.80,0.30,-0.00,-0.00,0.00,-0.95,0.00,0.00,2026-03-17,4,New,25.5,37.3,,
DoorDash,DD-00000081,2026-03-13 18:51:00,Completed,Delivery,48.00,5.76,2.40,3.36,0.00,-12.00,0.25,-3.00,-3.00,2.00,-1.15,0.00,36.61,2026-03-19,2,Returning,15.1,44.9,4.5,
Uber Eats,UE-00000121,2026-03-13 20:37:00,Completed,Delivery,82.00,9.84,4.10,5.74,4.00,-24.60,0.30,-3.00,-0.00,0.00,-0.63,0.00,63.61,2026-03-17,4,New,27.8,21.2,4.5,
DoorDash,DD-00000082,2026-03-13 12:18:00,Completed,Delivery,65.00,7.80,3.25,4.55,0.00,-16.25,0.25,-2.00,-5.00,0.00,-1.49,0.00,48.06,2026-03-16,2,Returning,19.8,48.2,5.0,
Uber Eats,UE-00000122,2026-03-13 17:22:00,Completed,Delivery,126.00,15.12,6.30,8.82,0.00,-37.80,0.30,-1.50,-2.00,2.00,-1.47,0.00,100.35,2026-03-20,4,Returning,12.9,42.5,5.0,
Uber Eats,UE-00000123,2026-03-13 20:08:00,Completed,Delivery,50.00,6.00,2.50,3.50,2.00,-15.00,0.30,-0.00,-5.00,1.00,-1.18,0.00,35.82,2026-03-19,3,Returning,33.2,43.5,,
DoorDash,DD-00000083,2026-03-13 20:58:00,Canceled,Delivery,28.00,3.36,1.40,1.96,6.00,-7.00,0.25,-1.50,-0.00,0.00,-0.59,0.00,0.00,2026-03-17,2,New,26.9,27.7,,
Uber Eats,UE-00000124,2026-03-13 18:53:00,Completed,Delivery,87.00,10.44,4.35,6.09,8.00,-26.10,0.30,-0.00,-0.00,0.00,-0.77,0.00,70.57,2026-03-20,3,Returning,33.9,20.3,5.0,
Uber Eats,UE-00000125,2026-03-13 19:52:00,Completed,Delivery,59.00,7.08,2.95,4.13,3.00,-17.70,0.30,-0.00,-0.00,0.00,-0.89,0.00,47.49,2026-03-17,3,New,28.3,41.4,4.0,
DoorDash,DD-00000084,2026-03-13 15:20:00,Completed,Delivery,49.00,5.88,2.45,3.43,6.00,-12.25,0.25,-0.00,-0.00,1.00,-0.60,0.00,43.03,2026-03-17,2,New,34.5,28.3,4.5,
DoorDash,DD-00000085,2026-03-13 16:36:00,Completed,Delivery,64.00,7.68,3.20,4.48,3.00,-16.00,0.25,-0.00,-3.00,0.00,-1.26,0.00,51.42,2026-03-19,3,Returning,15.3,32.6,4.0,
Uber Eats,UE-00000126,2026-03-13 12:08:00,Completed,Delivery,58.00,6.96,2.90,4.06,3.00,-17.40,0.30,-0.00,-0.00,0.00,-1.20,0.00,46.36,2026-03-18,3,New,18.0,28.8,5.0,
Uber Eats,UE-00000127,2026-03-13 17:47:00,Completed,Delivery,57.00,6.84,2.85,3.99,0.00,-17.10,0.30,-1.50,-0.00,1.00,-1.45,0.00,44.79,2026-03-18,3,Returning,21.2,27.2,4.5,
DoorDash,DD-00000086,2026-03-13 11:33:00,Completed,Delivery,46.00,5.52,2.30,3.22,2.00,-11.50,0.25,-0.00,-3.00,0.00,-1.35,0.00,35.67,2026-03-17,3,New,21.9,30.1,4.5,
Uber Eats,UE-00000128,2026-03-13 16:52:00,Completed,Delivery,50.00,6.00,2.50,3.50,5.00,-15.00,0.30,-2.00,-0.00,2.00,-1.03,0.00,39.97,2026-03-19,2,Returning,19.6,45.0,5.0,
Uber Eats,UE-00000129,2026-03-13 17:04:00,Completed,Delivery,86.00,10.32,4.30,6.02,2.00,-25.80,0.30,-1.50,-0.00,0.00,-0.59,0.00,68.43,2026-03-18,5,Returning,17.1,29.9,4.5,
DoorDash,DD-00000087,2026-03-13 18:44:00,Canceled,Delivery,111.00,13.32,5.55,7.77,0.00,-27.75,0.25,-0.00,-5.00,1.00,-0.66,0.00,0.00,2026-03-18,4,New,32.8,37.9,,
Uber Eats,UE-00000130,2026-03-13 18:58:00,Completed,Delivery,60.00,7.20,3.00,4.20,6.00,-18.00,0.30,-1.50,-3.00,0.00,-1.25,0.00,43.45,2026-03-20,3,Returning,28.5,27.9,4.5,
Uber Eats,UE-00000131,2026-03-14 20:54:00,Completed,Delivery,27.00,3.24,1.35,1.89,4.00,-8.10,0.30,-0.00,-0.00,0.00,-1.13,0.00,21.01,2026-03-19,2,Returning,14.0,30.9,5.0,
DoorDash,DD-00000088,2026-03-14 20:13:00,Completed,Delivery,69.00,8.28,3.45,4.83,5.00,-17.25,0.25,-3.00,-2.00,0.00,-0.84,0.00,54.19,2026-03-19,2,Returning,14.2,30.7,4.0,
Uber Eats,UE-00000132,2026-03-14 15:51:00,Completed,Delivery,28.00,3.36,1.40,1.96,0.00,-8.40,0.30,-2.00,-2.00,0.00,-1.38,0.00,17.58,2026-03-18,2,Returning,27.6,36.8,5.0,
DoorDash,DD-00000089,2026-03-14 19:40:00,Completed,Delivery,35.00,4.20,1.75,2.45,2.00,-8.75,0.25,-0.00,-0.00,1.00,-1.40,0.00,30.05,2026-03-21,3,Returning,28.1,24.7,5.0,
Uber Eats,UE-00000133,2026-03-14 13:49:00,Completed,Delivery,34.00,4.08,1.70,2.38,0.00,-10.20,0.30,-2.00,-5.00,2.00,-1.28,0.00,21.60,2026-03-19,2,Returning,33.5,27.1,4.5,
DoorDash,DD-00000090,2026-03-14 19:17:00,Canceled,Delivery,39.00,4.68,1.95,2.73,3.00,-9.75,0.25,-0.00,-0.00,0.00,-0.54,0.00,0.00,2026-03-18,2,Returning,20.8,18.9,,
Uber Eats,UE-00000134,2026-03-14 19:59:00,Completed,Delivery,66.00,7.92,3.30,4.62,0.00,-19.80,0.30,-2.00,-2.00,1.00,-1.48,0.00,49.64,2026-03-20,4,Returning,27.5,34.4,4.5,
Uber Eats,UE-00000135,2026-03-14 18:55:00,Completed,Delivery,48.00,5.76,2.40,3.36,0.00,-14.40,0.30,-0.00,-5.00,0.00,-0.89,0.00,33.47,2026-03-17,4,Returning,18.2,28.2,,
DoorDash,DD-00000091,2026-03-14 16:12:00,Completed,Delivery,76.00,9.12,3.80,5.32,3.00,-19.00,0.25,-0.00,-0.00,2.00,-0.85,0.00,67.27,2026-03-17,4,Returning,14.5,32.6,,
Uber Eats,UE-00000136,2026-03-14 11:53:00,Completed,Delivery,60.00,7.20,3.00,4.20,2.00,-18.00,0.30,-0.00,-0.00,1.00,-1.29,0.00,48.91,2026-03-18,3,Returning,19.0,22.2,4.0,
Uber Eats,UE-00000137,2026-03-14 12:28:00,Completed,Delivery,88.00,10.56,4.40,6.16,4.00,-26.40,0.30,-0.00,-0.00,2.00,-1.10,0.00,73.06,2026-03-19,4,Returning,13.3,44.1,4.5,
Uber Eats,UE-00000138,2026-03-14 15:44:00,Completed,Delivery,29.00,3.48,1.45,2.03,0.00,-8.70,0.30,-0.00,-0.00,0.00,-1.08,0.00,22.70,2026-03-20,2,Returning,22.9,46.4,5.0,
Uber Eats,UE-00000139,2026-03-14 12:58:00,Completed,Delivery,73.00,8.76,3.65,5.11,0.00,-21.90,0.30,-0.00,-3.00,0.00,-0.86,0.00,56.00,2026-03-18,5,Returning,31.3,39.8,4.5,
Uber Eats,UE-00000140,2026-03-14 13:14:00,Completed,Delivery,52.00,6.24,2.60,3.64,3.00,-15.60,0.30,-0.00,-0.00,2.00,-0.87,0.00,43.77,2026-03-21,2,Returning,22.2,31.7,,
Uber Eats,UE-00000141,2026-03-14 13:45:00,Completed,Delivery,80.00,9.60,4.00,5.60,0.00,-24.00,0.30,-0.00,-0.00,2.00,-0.72,0.00,66.88,2026-03-21,3,Returning,29.6,31.1,,
DoorDash,DD-00000092,2026-03-14 14:20:00,Completed,Delivery,51.00,6.12,2.55,3.57,4.00,-12.75,0.25,-0.00,-5.00,2.00,-1.10,0.00,40.27,2026-03-21,3,Returning,32.1,19.0,,
Uber Eats,UE-00000142,2026-03-14 11:42:00,Completed,Delivery,36.00,4.32,1.80,2.52,5.00,-10.80,0.30,-0.00,-0.00,2.00,-1.22,0.00,30.30,2026-03-20,3,New,27.9,45.6,4.5,
DoorDash,DD-00000093,2026-03-14 15:37:00,Completed,Delivery,61.00,7.32,3.05,4.27,8.00,-15.25,0.25,-1.50,-2.00,1.00,-1.24,0.00,49.33,2026-03-21,2,Returning,26.1,45.6,4.0,
