receipt_id,item_name,product_id,product_plu,product_name,mod_id,mod_plu,mod_name,mod_desc,mod_price_incl,mod_price_excl
R000647.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000647.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R000647.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000650.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000655.01,Wagyu Steak & Eggs,P-8004,8004,Wagyu Steak & Eggs,M-106,106,Add Avocado,Half avocado,4.2,4.0
R000657.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000660.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000661.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000663.01,Wagyu Steak & Eggs,P-8004,8004,Wagyu Steak & Eggs,M-106,106,Add Avocado,Half avocado,4.2,4.0
R000663.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000668.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000669.01,Wagyu Steak & Eggs,P-8004,8004,Wagyu Steak & Eggs,M-106,106,Add Avocado,Half avocado,4.2,4.0
R000669.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000677.01,Eggs Benedict (Salmon),P-8001,8001,Eggs Benedict (Salmon),M-106,106,Add Avocado,Half avocado,4.2,4.0
R000677.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000678.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000681.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000681.01,Eggs Benedict (Salmon),P-8001,8001,Eggs Benedict (Salmon),M-106,106,Add Avocado,Half avocado,4.2,4.0
R000684.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000686.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000692.01,Wagyu Steak & Eggs,P-8004,8004,Wagyu Steak & Eggs,M-106,106,Add Avocado,Half avocado,4.2,4.0
R000694.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000695.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000696.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000696.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000697.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000698.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000698.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000699.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000701.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R000702.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000704.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000706.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000706.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000709.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000709.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000710.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000711.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000712.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000713.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000716.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000716.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000719.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000719.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000720.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000720.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000724.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000725.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000727.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R000728.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000730.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000737.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000739.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000741.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000741.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000741.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000742.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000743.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000743.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000744.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000744.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000745.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000747.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000748.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000758.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000758.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000761.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000761.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000762.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000762.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000762.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000763.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000764.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000764.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000765.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R000766.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000767.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000768.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000769.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000771.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000774.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000775.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000775.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000776.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000778.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R000781.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000783.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000785.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000787.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000788.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000788.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000790.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000791.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000791.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000792.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000792.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000793.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000793.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000793.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000794.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000796.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000797.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000798.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000802.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000803.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000804.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000805.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000806.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000807.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000807.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000810.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000810.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000814.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000815.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000815.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000817.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000817.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000818.01,Matcha Latte,P-7004,7004,Matcha Latte,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000819.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000820.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000821.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000823.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000824.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000824.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000824.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000827.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000830.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000830.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000830.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000832.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000834.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000835.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000835.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000840.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000841.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000842.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000842.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000843.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000847.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000850.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000851.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R000856.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R000868.01,Grilled Halibut,P-2006,2006,Grilled Halibut,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000869.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000869.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000869.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000870.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000871.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000873.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R000877.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000879.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000882.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R000882.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000884.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000885.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000887.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000888.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000889.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000889.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000893.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000894.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R000898.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000899.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000900.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000901.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000901.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R000905.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000907.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000907.01,Miso Glazed Eggplant,P-1005,1005,Miso Glazed Eggplant,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000910.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000912.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R000915.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000916.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000916.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R000918.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000919.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000919.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000920.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000921.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000922.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000922.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000923.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000924.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000927.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000928.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R000929.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R000930.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000930.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000932.01,Mushroom Risotto,P-2007,2007,Mushroom Risotto,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000932.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000932.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000932.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000933.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R000934.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000939.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-103,103,Upgrade to Wagyu,Wagyu beef upgrade,12.6,12.0
R000939.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000940.01,Roasted Beet Salad,P-1003,1003,Roasted Beet Salad,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000940.01,Espresso,P-7003,7003,Espresso,M-108,108,Sub Oat Milk,Oat milk substitute,1.05,1.0
R000941.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000943.01,Duck Breast & Soba,P-2005,2005,Duck Breast & Soba,M-104,104,Gluten-Free,Substitute GF option,2.1,2.0
R000946.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-106,106,Add Avocado,Half avocado,4.2,4.0
R000946.01,Wagyu Striploin 8oz,P-2002,2002,Wagyu Striploin 8oz,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000946.01,Lamb Rack,P-2009,2009,Lamb Rack,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000948.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-102,102,Add Truffle Oil,Drizzle of truffle oil,4.2,4.0
R000949.01,Seafood Linguine,P-2008,2008,Seafood Linguine,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000954.01,Miso-Braised Short Rib,P-2004,2004,Miso-Braised Short Rib,M-107,107,Spice Level: Hot,Extra spice,0.0,0.0
R000954.01,Wild Salmon Bowl,P-2003,2003,Wild Salmon Bowl,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000957.01,Pan-Seared Sablefish,P-2001,2001,Pan-Seared Sablefish,M-101,101,Extra Prawns,Add 4 tiger prawns,6.3,6.0
R000958.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
R000959.01,Teriyaki Chicken,P-2010,2010,Teriyaki Chicken,M-105,105,Extra Side Salad,House green salad,5.25,5.0
