Date,Transaction_ID,Event_Type,Location,Team_Member,Item_Name,Item_Variation,Category,Reporting_Category,SKU,GTIN,Quantity,Unit_Price,Gross_Sales,Discounts,Net_Sales,Tax,Modifiers,Modifier_Amount,Notes,Cost
2026-02-09 20:58:14,C79E32FF21B34E1F97,Payment,Main Dining,Marcus T.,Burrata & Prosciutto,Regular,Appetizers,Food - Starters,APP-007,,1,20.00,20.00,0.00,20.00,2.40,,0.00,,6.60
2026-02-09 20:58:14,C79E32FF21B34E1F97,Payment,Main Dining,Marcus T.,Tuna Tartare,Regular,Appetizers,Food - Starters,APP-001,,1,22.00,23.00,0.00,23.00,2.76,Extra Sauce (+$1.00),1.00,,7.70
2026-02-09 20:58:14,C79E32FF21B34E1F97,Payment,Main Dining,Marcus T.,Old Fashioned,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-004,,1,19.00,19.00,0.00,19.00,2.28,,0.00,,5.70
2026-02-09 21:03:45,C7783E2E61994E40B6,Payment,Main Dining,Priya K.,Mushroom Risotto,Regular,Mains,Food - Entrees,MAIN-010,,1,28.00,28.00,0.00,28.00,3.36,,0.00,,7.00
2026-02-09 21:03:45,C7783E2E61994E40B6,Payment,Main Dining,Priya K.,Dungeness Crab Cakes,Regular,Appetizers,Food - Starters,APP-002,,1,24.00,24.00,0.00,24.00,2.88,,0.00,,9.60
2026-02-09 21:03:45,C7783E2E61994E40B6,Payment,Main Dining,Priya K.,Seasonal Fruit Tart,Regular,Desserts,Food - Desserts,DES-003,,1,15.00,15.00,0.00,15.00,1.80,,0.00,,3.75
2026-02-09 21:03:45,C7783E2E61994E40B6,Payment,Main Dining,Priya K.,Old Fashioned,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-004,,1,19.00,19.00,0.00,19.00,2.28,,0.00,,5.70
2026-02-09 21:03:45,C7783E2E61994E40B6,Payment,Main Dining,Priya K.,Lamb Rack,Regular,Mains,Food - Entrees,MAIN-008,,1,48.00,48.00,0.00,48.00,5.76,,0.00,,19.20
2026-02-09 21:03:45,C7783E2E61994E40B6,Payment,Main Dining,Priya K.,Hamachi Crudo,Regular,Appetizers,Food - Starters,APP-005,,1,21.00,23.00,0.00,23.00,2.76,Gluten-Free Pasta (+$2.00),2.00,,8.40
2026-02-09 21:03:45,C7783E2E61994E40B6,Payment,Main Dining,Priya K.,Glass — Cabernet Sauvignon,Regular,Drinks - Wine,Beverage - Wine,WN-004,,1,20.00,20.00,0.00,20.00,2.40,,0.00,,6.00
2026-02-09 21:09:07,91094691E4E143CDBB,Payment,Main Dining,Priya K.,Tuna Tartare,Regular,Appetizers,Food - Starters,APP-001,,1,22.00,22.00,0.00,22.00,2.64,,0.00,,7.70
2026-02-09 21:09:07,91094691E4E143CDBB,Payment,Main Dining,Priya K.,Sparkling Water (750ml),Regular,Drinks - Non-Alc,Beverage - Non-Alc,NA-001,,1,8.00,8.00,0.00,8.00,0.96,,0.00,,1.60
2026-02-09 21:09:07,91094691E4E143CDBB,Payment,Main Dining,Priya K.,Seafood Linguine,Regular,Mains,Food - Entrees,MAIN-006,,1,36.00,36.00,0.00,36.00,4.32,,0.00,,12.60
2026-02-09 21:09:07,91094691E4E143CDBB,Payment,Main Dining,Priya K.,Glass — Pinot Noir (BC),Regular,Drinks - Wine,Beverage - Wine,WN-003,,1,19.00,19.00,0.00,19.00,2.28,,0.00,,5.70
2026-02-09 21:09:07,91094691E4E143CDBB,Payment,Main Dining,Priya K.,Wild Mushroom Soup,Regular,Appetizers,Food - Starters,APP-004,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.00
2026-02-09 21:09:07,91094691E4E143CDBB,Payment,Main Dining,Priya K.,Pacific Mule,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-001,,1,17.00,20.50,0.00,20.50,2.46,Add Avocado (+$3.50),3.50,,4.25
2026-02-09 21:09:07,91094691E4E143CDBB,Payment,Main Dining,Priya K.,Affogato,Regular,Desserts,Food - Desserts,DES-004,,1,12.00,14.00,0.00,14.00,1.68,Gluten-Free Pasta (+$2.00),2.00,,2.40
2026-02-09 21:09:07,91094691E4E143CDBB,Payment,Main Dining,Priya K.,Beet & Burrata Salad,Regular,Appetizers,Food - Starters,APP-003,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-09 21:09:07,91094691E4E143CDBB,Payment,Main Dining,Priya K.,Glass — Pinot Gris (BC),Regular,Drinks - Wine,Beverage - Wine,WN-001,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.80
2026-02-09 21:52:10,98616222A16E4ADF8E,Payment,Main Dining,Leo C.,Pan-Seared Halibut,Regular,Mains,Food - Entrees,MAIN-001,,1,42.00,42.00,0.00,42.00,5.04,,0.00,,16.80
2026-02-09 21:52:10,98616222A16E4ADF8E,Payment,Main Dining,Leo C.,Grilled Sablefish,Regular,Mains,Food - Entrees,MAIN-002,,1,44.00,48.00,0.00,48.00,5.76,Extra Prawns (+$4.00),4.00,,17.60
2026-02-09 21:52:10,98616222A16E4ADF8E,Payment,Main Dining,Leo C.,West Coast Chowder,Regular,Appetizers,Food - Starters,APP-008,,1,17.00,20.00,0.00,20.00,2.40,Add Truffle Oil (+$3.00),3.00,,4.25
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Tuna Tartare,Regular,Appetizers,Food - Starters,APP-001,,1,22.00,22.00,0.00,22.00,2.64,,0.00,,7.70
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,West Coast Chowder,Regular,Appetizers,Food - Starters,APP-008,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Tiramisu,Regular,Desserts,Food - Desserts,DES-005,,1,16.00,19.50,0.00,19.50,2.34,Add Avocado (+$3.50),3.50,,4.00
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Pacific Mule,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-001,,1,17.00,21.00,0.00,21.00,2.52,Extra Prawns (+$4.00),4.00,,4.25
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Duck Breast,Regular,Mains,Food - Entrees,MAIN-005,,1,41.00,44.50,0.00,44.50,5.34,Add Avocado (+$3.50),3.50,,14.35
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Tuna Tartare,Regular,Appetizers,Food - Starters,APP-001,,1,22.00,22.00,0.00,22.00,2.64,,0.00,,7.70
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Crème Brûlée,Regular,Desserts,Food - Desserts,DES-001,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Glass — Chardonnay (Okanagan),Regular,Drinks - Wine,Beverage - Wine,WN-002,,1,18.00,20.00,0.00,20.00,2.40,Gluten-Free Pasta (+$2.00),2.00,,5.40
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Dungeness Crab Cakes,Regular,Appetizers,Food - Starters,APP-002,,1,24.00,24.00,0.00,24.00,2.88,,0.00,,9.60
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Wild Mushroom Soup,Regular,Appetizers,Food - Starters,APP-004,,1,16.00,20.00,0.00,20.00,2.40,Extra Prawns (+$4.00),4.00,,4.00
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Glass — Pinot Noir (BC),Regular,Drinks - Wine,Beverage - Wine,WN-003,,1,19.00,19.00,0.00,19.00,2.28,,0.00,,5.70
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Wild Salmon,Regular,Mains,Food - Entrees,MAIN-003,,1,38.00,42.00,0.00,42.00,5.04,Extra Prawns (+$4.00),4.00,,13.30
2026-02-09 21:56:16,66DA0D5914564670A2,Payment,Main Dining,Leo C.,Yuzu Spritz,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-003,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-10 11:06:58,BA6C70500B8941D796,Payment,Main Dining,Leo C.,BC Spot Prawn Pasta,Regular,Mains,Food - Entrees,MAIN-011,,1,37.00,37.00,0.00,37.00,4.44,,0.00,,14.80
2026-02-10 11:06:58,BA6C70500B8941D796,Payment,Main Dining,Leo C.,Yuzu Spritz,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-003,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-10 11:06:58,BA6C70500B8941D796,Payment,Main Dining,Leo C.,Seasonal Fruit Tart,Regular,Desserts,Food - Desserts,DES-003,,1,15.00,17.00,0.00,17.00,2.04,Gluten-Free Pasta (+$2.00),2.00,,3.75
2026-02-10 11:10:00,74D6820AA81748DE94,Payment,Main Dining,Leo C.,Roasted Chicken Supreme,Regular,Mains,Food - Entrees,MAIN-009,,1,34.00,34.00,0.00,34.00,4.08,,0.00,,10.20
2026-02-10 11:10:00,74D6820AA81748DE94,Payment,Main Dining,Leo C.,Yuzu Spritz,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-003,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-10 11:10:00,74D6820AA81748DE94,Payment,Main Dining,Leo C.,Seafood Linguine,Regular,Mains,Food - Entrees,MAIN-006,,1,36.00,36.00,0.00,36.00,4.32,,0.00,,12.60
2026-02-10 11:10:00,74D6820AA81748DE94,Payment,Main Dining,Leo C.,Coastal Negroni,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-002,,1,18.00,22.00,0.00,22.00,2.64,Extra Prawns (+$4.00),4.00,,4.50
2026-02-10 11:13:04,B10E173066E846CA99,Payment,Main Dining,James L.,Crème Brûlée,Regular,Desserts,Food - Desserts,DES-001,,1,16.00,16.00,0.00,16.00,1.92,Sub Side Salad (+$0.00),0.00,,3.20
2026-02-10 11:13:04,B10E173066E846CA99,Payment,Main Dining,James L.,Pacific Mule,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-001,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-10 11:13:04,B10E173066E846CA99,Payment,Main Dining,James L.,Pan-Seared Halibut,Regular,Mains,Food - Entrees,MAIN-001,,1,42.00,42.00,0.00,42.00,5.04,,0.00,,16.80
2026-02-10 11:13:04,B10E173066E846CA99,Payment,Main Dining,James L.,Glass — Pinot Noir (BC),Regular,Drinks - Wine,Beverage - Wine,WN-003,,1,19.00,19.00,0.00,19.00,2.28,,0.00,,5.70
2026-02-10 11:13:04,B10E173066E846CA99,Payment,Main Dining,James L.,Hamachi Crudo,Regular,Appetizers,Food - Starters,APP-005,,1,21.00,21.00,0.00,21.00,2.52,,0.00,,8.40
2026-02-10 11:13:04,B10E173066E846CA99,Payment,Main Dining,James L.,Lager (16oz),Regular,Drinks - Beer,Beverage - Beer,BR-002,,1,9.00,9.00,0.00,9.00,1.08,,0.00,,2.70
2026-02-10 11:13:04,B10E173066E846CA99,Payment,Main Dining,James L.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-10 11:13:04,B10E173066E846CA99,Payment,Main Dining,James L.,Bottle — House White,Regular,Drinks - Wine,Beverage - Wine,WN-005,,1,55.00,55.00,0.00,55.00,6.60,,0.00,,16.50
2026-02-10 11:28:35,3A7DF40CC0504FAB94,Payment,Main Dining,Marcus T.,Duck Breast,Regular,Mains,Food - Entrees,MAIN-005,,1,41.00,41.00,0.00,41.00,4.92,,0.00,,14.35
2026-02-10 11:28:35,3A7DF40CC0504FAB94,Payment,Main Dining,Marcus T.,Lager (16oz),Regular,Drinks - Beer,Beverage - Beer,BR-002,,1,9.00,9.00,0.00,9.00,1.08,,0.00,,2.70
2026-02-10 11:28:35,3A7DF40CC0504FAB94,Payment,Main Dining,Marcus T.,Affogato,Regular,Desserts,Food - Desserts,DES-004,,1,12.00,14.00,0.00,14.00,1.68,Gluten-Free Pasta (+$2.00),2.00,,2.40
2026-02-10 11:28:35,3A7DF40CC0504FAB94,Payment,Main Dining,Marcus T.,Pacific Mule,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-001,,1,17.00,19.00,0.00,19.00,2.28,Gluten-Free Pasta (+$2.00),2.00,,4.25
2026-02-10 11:28:35,3A7DF40CC0504FAB94,Payment,Main Dining,Marcus T.,Wagyu Striploin 8oz,Regular,Mains,Food - Entrees,MAIN-007,,1,62.00,62.00,0.00,62.00,7.44,,0.00,,28.00
2026-02-10 11:28:35,3A7DF40CC0504FAB94,Payment,Main Dining,Marcus T.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,20.50,0.00,20.50,2.46,Add Avocado (+$3.50),3.50,,4.25
2026-02-10 11:28:35,3A7DF40CC0504FAB94,Payment,Main Dining,Marcus T.,Wild Salmon,Regular,Mains,Food - Entrees,MAIN-003,,1,38.00,41.50,0.00,41.50,4.98,Add Avocado (+$3.50),3.50,,13.30
2026-02-10 11:28:35,3A7DF40CC0504FAB94,Payment,Main Dining,Marcus T.,Glass — Pinot Gris (BC),Regular,Drinks - Wine,Beverage - Wine,WN-001,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.80
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,Beet & Burrata Salad,Regular,Appetizers,Food - Starters,APP-003,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,Dungeness Crab Cakes,Regular,Appetizers,Food - Starters,APP-002,,1,24.00,24.00,0.00,24.00,2.88,,0.00,,9.60
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,Glass — Pinot Gris (BC),Regular,Drinks - Wine,Beverage - Wine,WN-001,,1,16.00,17.00,0.00,17.00,2.04,Extra Sauce (+$1.00),1.00,,4.80
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,West Coast Chowder,Regular,Appetizers,Food - Starters,APP-008,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,Espresso,Regular,Drinks - Non-Alc,Beverage - Non-Alc,NA-003,,1,5.00,5.00,0.00,5.00,0.60,,0.00,,0.75
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,17.00,0.00,17.00,2.04,Sub Side Salad (+$0.00),0.00,,4.25
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,Beet & Burrata Salad,Regular,Appetizers,Food - Starters,APP-003,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,Yuzu Spritz,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-003,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,Crème Brûlée,Regular,Desserts,Food - Desserts,DES-001,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,Wild Mushroom Soup,Regular,Appetizers,Food - Starters,APP-004,,1,16.00,19.50,0.00,19.50,2.34,Add Avocado (+$3.50),3.50,,4.00
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,Sparkling Water (750ml),Regular,Drinks - Non-Alc,Beverage - Non-Alc,NA-001,,1,8.00,8.00,0.00,8.00,0.96,,0.00,,1.60
2026-02-10 11:31:17,D91455068D9640EAB0,Payment,Main Dining,Sarah M.,Seasonal Fruit Tart,Regular,Desserts,Food - Desserts,DES-003,,1,15.00,15.00,0.00,15.00,1.80,,0.00,,3.75
2026-02-10 11:37:21,EF1D41319F1E40B0BF,Payment,Main Dining,James L.,Beet & Burrata Salad,Regular,Appetizers,Food - Starters,APP-003,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-10 11:37:21,EF1D41319F1E40B0BF,Payment,Main Dining,James L.,Beet & Burrata Salad,Regular,Appetizers,Food - Starters,APP-003,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-10 11:37:21,EF1D41319F1E40B0BF,Payment,Main Dining,James L.,Fresh Juice,Regular,Drinks - Non-Alc,Beverage - Non-Alc,NA-002,,1,7.00,7.00,0.00,7.00,0.84,,0.00,,1.75
2026-02-10 11:37:21,EF1D41319F1E40B0BF,Payment,Main Dining,James L.,Grilled Sablefish,Regular,Mains,Food - Entrees,MAIN-002,,1,44.00,44.00,0.00,44.00,5.28,Sub Side Salad (+$0.00),0.00,,17.60
2026-02-10 11:37:21,EF1D41319F1E40B0BF,Payment,Main Dining,James L.,Glass — Chardonnay (Okanagan),Regular,Drinks - Wine,Beverage - Wine,WN-002,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-10 11:37:21,EF1D41319F1E40B0BF,Payment,Main Dining,James L.,Wild Salmon,Regular,Mains,Food - Entrees,MAIN-003,,1,38.00,40.00,0.00,40.00,4.80,Gluten-Free Pasta (+$2.00),2.00,,13.30
2026-02-10 11:37:21,EF1D41319F1E40B0BF,Payment,Main Dining,James L.,Wild Mushroom Soup,Regular,Appetizers,Food - Starters,APP-004,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.00
2026-02-10 11:37:21,EF1D41319F1E40B0BF,Payment,Main Dining,James L.,Affogato,Regular,Desserts,Food - Desserts,DES-004,,1,12.00,12.00,0.00,12.00,1.44,,0.00,,2.40
2026-02-10 11:37:21,EF1D41319F1E40B0BF,Payment,Main Dining,James L.,Glass — Cabernet Sauvignon,Regular,Drinks - Wine,Beverage - Wine,WN-004,,1,20.00,21.00,0.00,21.00,2.52,Extra Sauce (+$1.00),1.00,,6.00
2026-02-10 11:47:42,626EFA0AE6E2478D9D,Payment,Main Dining,Leo C.,BC Spot Prawn Pasta,Regular,Mains,Food - Entrees,MAIN-011,,1,37.00,37.00,0.00,37.00,4.44,,0.00,,14.80
2026-02-10 11:47:42,626EFA0AE6E2478D9D,Payment,Main Dining,Leo C.,Local Craft IPA (16oz),Regular,Drinks - Beer,Beverage - Beer,BR-001,,1,10.00,10.00,0.00,10.00,1.20,Sub Side Salad (+$0.00),0.00,,3.00
2026-02-10 11:47:42,626EFA0AE6E2478D9D,Payment,Main Dining,Leo C.,Crème Brûlée,Regular,Desserts,Food - Desserts,DES-001,,1,16.00,19.00,0.00,19.00,2.28,Add Truffle Oil (+$3.00),3.00,,3.20
2026-02-10 11:52:32,4AA1C3892CEE4270B6,Payment,Main Dining,Sarah M.,BC Spot Prawn Pasta,Regular,Mains,Food - Entrees,MAIN-011,,1,37.00,37.00,0.00,37.00,4.44,Sub Side Salad (+$0.00),0.00,,14.80
2026-02-10 11:52:32,4AA1C3892CEE4270B6,Payment,Main Dining,Sarah M.,Bottle — House Red,Regular,Drinks - Wine,Beverage - Wine,WN-006,,1,60.00,60.00,0.00,60.00,7.20,,0.00,,18.00
2026-02-10 11:52:32,4AA1C3892CEE4270B6,Payment,Main Dining,Sarah M.,Roasted Chicken Supreme,Regular,Mains,Food - Entrees,MAIN-009,,1,34.00,34.00,0.00,34.00,4.08,,0.00,,10.20
2026-02-10 11:52:32,4AA1C3892CEE4270B6,Payment,Main Dining,Sarah M.,Lager (16oz),Regular,Drinks - Beer,Beverage - Beer,BR-002,,1,9.00,9.00,0.00,9.00,1.08,,0.00,,2.70
2026-02-10 12:05:46,B3A0EC24806C4E3796,Payment,Main Dining,James L.,Pan-Seared Halibut,Regular,Mains,Food - Entrees,MAIN-001,,1,42.00,42.00,0.00,42.00,5.04,,0.00,,16.80
2026-02-10 12:05:46,B3A0EC24806C4E3796,Payment,Main Dining,James L.,Hamachi Crudo,Regular,Appetizers,Food - Starters,APP-005,,1,21.00,21.00,0.00,21.00,2.52,,0.00,,8.40
2026-02-10 12:05:46,B3A0EC24806C4E3796,Payment,Main Dining,James L.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,17.00,0.00,17.00,2.04,Sub Side Salad (+$0.00),0.00,,4.25
2026-02-10 12:05:46,B3A0EC24806C4E3796,Payment,Main Dining,James L.,Glass — Pinot Gris (BC),Regular,Drinks - Wine,Beverage - Wine,WN-001,,1,16.00,17.00,0.00,17.00,2.04,Extra Sauce (+$1.00),1.00,,4.80
2026-02-10 12:07:09,633975D68AD947649E,Payment,Main Dining,Emma W.,Chocolate Fondant,Regular,Desserts,Food - Desserts,DES-002,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-10 12:07:09,633975D68AD947649E,Payment,Main Dining,Emma W.,Glass — Pinot Noir (BC),Regular,Drinks - Wine,Beverage - Wine,WN-003,,1,19.00,20.00,0.00,20.00,2.40,Extra Sauce (+$1.00),1.00,,5.70
2026-02-10 12:07:09,633975D68AD947649E,Payment,Main Dining,Emma W.,Tuna Tartare,Regular,Appetizers,Food - Starters,APP-001,,1,22.00,22.00,0.00,22.00,2.64,,0.00,,7.70
2026-02-10 12:07:09,633975D68AD947649E,Payment,Main Dining,Emma W.,Yuzu Spritz,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-003,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-10 12:09:11,D6287E1086C343F9A3,Payment,Main Dining,Sarah M.,Lamb Rack,Regular,Mains,Food - Entrees,MAIN-008,,1,48.00,51.50,0.00,51.50,6.18,Add Avocado (+$3.50),3.50,,19.20
2026-02-10 12:17:18,A0D46A8720FE469491,Payment,Main Dining,Sarah M.,Crème Brûlée,Regular,Desserts,Food - Desserts,DES-001,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,3.20
2026-02-10 12:17:18,A0D46A8720FE469491,Payment,Main Dining,Sarah M.,Seafood Linguine,Regular,Mains,Food - Entrees,MAIN-006,,1,36.00,36.00,0.00,36.00,4.32,,0.00,,12.60
2026-02-10 12:17:18,A0D46A8720FE469491,Payment,Main Dining,Sarah M.,Dungeness Crab Cakes,Regular,Appetizers,Food - Starters,APP-002,,1,24.00,24.00,0.00,24.00,2.88,,0.00,,9.60
2026-02-10 12:30:50,63279797D08F4131BF,Payment,Main Dining,James L.,Charred Octopus,Regular,Appetizers,Food - Starters,APP-006,,1,23.00,23.00,0.00,23.00,2.76,,0.00,,8.05
2026-02-10 12:30:50,63279797D08F4131BF,Payment,Main Dining,James L.,Charred Octopus,Regular,Appetizers,Food - Starters,APP-006,,1,23.00,27.00,0.00,27.00,3.24,Extra Prawns (+$4.00),4.00,,8.05
2026-02-10 12:30:50,63279797D08F4131BF,Payment,Main Dining,James L.,Affogato,Regular,Desserts,Food - Desserts,DES-004,,1,12.00,16.00,0.00,16.00,1.92,Extra Prawns (+$4.00),4.00,,2.40
2026-02-10 12:30:50,63279797D08F4131BF,Payment,Main Dining,James L.,Tiramisu,Regular,Desserts,Food - Desserts,DES-005,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.00
2026-02-10 12:30:50,63279797D08F4131BF,Payment,Main Dining,James L.,Pacific Mule,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-001,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-10 12:41:38,E36458D9EB734E26AE,Payment,Main Dining,Emma W.,Affogato,Regular,Desserts,Food - Desserts,DES-004,,1,12.00,12.00,0.00,12.00,1.44,,0.00,,2.40
2026-02-10 12:41:38,E36458D9EB734E26AE,Payment,Main Dining,Emma W.,West Coast Chowder,Regular,Appetizers,Food - Starters,APP-008,,1,17.00,17.00,0.00,17.00,2.04,,0.00,,4.25
2026-02-10 12:41:38,E36458D9EB734E26AE,Payment,Main Dining,Emma W.,Tiramisu,Regular,Desserts,Food - Desserts,DES-005,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.00
2026-02-10 12:41:38,E36458D9EB734E26AE,Payment,Main Dining,Emma W.,Glass — Chardonnay (Okanagan),Regular,Drinks - Wine,Beverage - Wine,WN-002,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-10 12:53:07,23B93147A41A4C2796,Payment,Main Dining,Marcus T.,Seafood Linguine,Regular,Mains,Food - Entrees,MAIN-006,,1,36.00,36.00,0.00,36.00,4.32,,0.00,,12.60
2026-02-10 12:53:07,23B93147A41A4C2796,Payment,Main Dining,Marcus T.,Wild Mushroom Soup,Regular,Appetizers,Food - Starters,APP-004,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.00
2026-02-10 12:53:07,23B93147A41A4C2796,Payment,Main Dining,Marcus T.,Espresso,Regular,Drinks - Non-Alc,Beverage - Non-Alc,NA-003,,1,5.00,5.00,0.00,5.00,0.60,,0.00,,0.75
2026-02-10 12:53:07,23B93147A41A4C2796,Payment,Main Dining,Marcus T.,Beet & Burrata Salad,Regular,Appetizers,Food - Starters,APP-003,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,5.40
2026-02-10 12:53:07,23B93147A41A4C2796,Payment,Main Dining,Marcus T.,Tiramisu,Regular,Desserts,Food - Desserts,DES-005,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.00
2026-02-10 12:56:36,0F2A78886CD544C5B6,Payment,Main Dining,James L.,Grilled Sablefish,Regular,Mains,Food - Entrees,MAIN-002,,1,44.00,48.00,0.00,48.00,5.76,Extra Prawns (+$4.00),4.00,,17.60
2026-02-10 12:56:36,0F2A78886CD544C5B6,Payment,Main Dining,James L.,Coastal Negroni,Regular,Drinks - Cocktails,Beverage - Cocktails,CK-002,,1,18.00,18.00,0.00,18.00,2.16,,0.00,,4.50
2026-02-10 12:56:36,0F2A78886CD544C5B6,Payment,Main Dining,James L.,Pan-Seared Halibut,Regular,Mains,Food - Entrees,MAIN-001,,1,42.00,42.00,0.00,42.00,5.04,,0.00,,16.80
2026-02-10 12:56:36,0F2A78886CD544C5B6,Payment,Main Dining,James L.,Dungeness Crab Cakes,Regular,Appetizers,Food - Starters,APP-002,,1,24.00,26.00,0.00,26.00,3.12,Gluten-Free Pasta (+$2.00),2.00,,9.60
2026-02-10 12:56:36,0F2A78886CD544C5B6,Payment,Main Dining,James L.,Glass — Pinot Gris (BC),Regular,Drinks - Wine,Beverage - Wine,WN-001,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.80
2026-02-10 12:56:36,0F2A78886CD544C5B6,Payment,Main Dining,James L.,Duck Breast,Regular,Mains,Food - Entrees,MAIN-005,,1,41.00,41.00,0.00,41.00,4.92,,0.00,,14.35
2026-02-10 12:56:36,0F2A78886CD544C5B6,Payment,Main Dining,James L.,Wild Mushroom Soup,Regular,Appetizers,Food - Starters,APP-004,,1,16.00,16.00,0.00,16.00,1.92,,0.00,,4.00
2026-02-10 12:56:36,0F2A78886CD544C5B6,Payment,Main Dining,James L.,Affogato,Regular,Desserts,Food - Desserts,DES-004,,1,12.00,12.00,0.00,12.00,1.44,,0.00,,2.40
2026-02-10 12:56:36,0F2A78886CD544C5B6,Payment,Main Dining,James L.,Bottle — House White,Regular,Drinks - Wine,Beverage - Wine,WN-005,,1,55.00,55.00,0.00,55.00,6.60,,0.00,,16.50
2026-02-10 12:56:36,0F2A78886CD544C5B6,Payment,Main Dining,James L.,Wild Salmon,Regular,Mains,Food - Entrees,MAIN-003,,1,38.00,38.00,0.00,38.00,4.56,,0.00,,13.30
